title,genres,keywords,overview,movie_id,cast,crew,revenue,vote_average,vote_count,popularity
transformers: dark of the moon,"action,science fiction,adventure",moon spacecraft traitor bodyguard alien planet based on cartoon transformers giant robot sabotage word domination commando duringcreditsstinger,"sam witwicky take his first tenuous step into adulthood while remaining a reluctant human ally of autobot-leader optimus prime . the film center around the space race between the ussr and the usa , suggesting there wa a hidden transformer role in it all that remains one of the planet 's most dangerous secret .",38356,"['Shia_LaBeouf', 'John_Malkovich', 'Ken_Jeong', 'Frances_McDormand', 'Josh_Duhamel']",['Michael_Bay'],average revenue,6.1,low voted,low popularity
indiana jones and the kingdom of the crystal skull,"adventure,action",saving the world riddle whip treasure mexico city leather jacket machinegun alien phenomenons maya civilization peru treasure hunt nuclear explosion refrigerator archaeologist indiana jones archeology ,"set during the cold war , the soviet – led by sword-wielding irina spalko – are in search of a crystal skull which ha supernatural power related to a mystical lost city of gold . after being captured and then escaping from them , indy is coerced to head to peru at the behest of a young man whose friend – and indy 's colleague – professor oxley ha been captured for his knowledge of the skull 's whereabouts .",217,"['Harrison_Ford', 'Cate_Blanchett', 'Shia_LaBeouf', 'Ray_Winstone', 'Karen_Allen']",['Steven_Spielberg'],low revenue,5.7,low voted,low popularity
the good dinosaur,"adventure,animation,family",tyrannosaurus rex friends alternate history dinosaur fear storm nature human journey,an epic journey into the world of dinosaur where an apatosaurus named arlo make an unlikely human friend .,105864,"['Raymond_Ochoa', 'Jack_Bright', 'Jeffrey_Wright', 'Frances_McDormand', 'Maleah_Nipay-Padilla']",['Peter_Sohn'],low revenue,6.6,low voted,low popularity
brave,"animation,adventure,comedy",scotland rebel bravery kingdom archer wish bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage 3d,"brave is set in the mystical scottish highland , where mérida is the princess of a kingdom ruled by king fergus and queen elinor . an unruly daughter and an accomplished archer , mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom . in an attempt to set thing right , mérida seek out an eccentric old wise woman and is granted an ill-fated wish . also figuring into mérida ’ s quest — and serving a comic relief — are the kingdom ’ s three lord : the enormous lord macguffin , the surly lord macintosh , and the disagreeable lord dingwall .",62177,"['Kelly_Macdonald', 'Julie_Walters', 'Billy_Connolly', 'Emma_Thompson', 'Kevin_McKidd']","['Brenda_Chapman', 'Mark_Andrews', 'Steve_Purcell']",low revenue,6.7,average voted,low popularity
star trek beyond,"action,adventure,science fiction",sequel stranded hatred space opera,"the us enterprise crew explores the furthest reach of uncharted space , where they encounter a mysterious new enemy who put them and everything the federation stand for to the test .",188927,"['Chris_Pine', 'Zachary_Quinto', 'Karl_Urban', 'Simon_Pegg', 'Zoe_Saldana']",['Justin_Lin'],low revenue,6.6,low voted,low popularity
wall·e,"animation,family",romantic comedy,"wall·e is the last robot left on an earth that ha been overrun with garbage and all human have fled to outer space . for 700 year he ha continued to try and clean up the mess , but ha developed some rather interesting human-like quality . when a ship arrives with a sleek new type of robot , wall·e think he 's finally found a friend and stows away on the ship when it leaf .",10681,"['Ben_Burtt', 'Elissa_Knight', 'Jeff_Garlin', 'Fred_Willard', 'John_Ratzenberger']",['Andrew_Stanton'],low revenue,7.8,average voted,low popularity
rush hour 3,"action,comedy,crime",ambassador,"after an attempted assassination on ambassador han , inspector lee and detective carter are back in action a they head to paris to protect a french woman with knowledge of the triad ' secret leader . lee also hold secret meeting with a united nation authority , but his personal struggle with a chinese criminal mastermind named kenji , which reveals that it 's lee 's long-lost ... brother .",5174,"['Chris_Tucker', 'Jackie_Chan', 'Hiroyuki_Sanada', 'Max_von_Sydow', 'Yvan_Attal']",['Brett_Ratner'],low revenue,6.1,low voted,low popularity
2012,"action,adventure,science fiction",civilization natural disaster end of the world disaster apocalypse destruction volcanic eruption mayan ark solar destruction  of mankind,"dr. adrian helmsley , part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storm , learns that the earth 's core is heating up . he warns u.s. president thomas wilson that the crust of the earth is becoming unstable and that without proper preparation for saving a fraction of the world 's population , the entire race is doomed . meanwhile , writer jackson curtis stumble on the same information . while the world 's leader race to build `` ark '' to escape the impending cataclysm , curtis struggle to find a way to save his family . meanwhile , volcanic eruption and earthquake of unprecedented strength wreak havoc around the world .",14161,"['John_Cusack', 'Amanda_Peet', 'Chiwetel_Ejiofor', 'Thandie_Newton', 'Oliver_Platt']",['Roland_Emmerich'],low revenue,5.6,average voted,low popularity
a christmas carol,"animation,drama",holiday based on novel victorian england money christmas eve scrooge christmas carol ghost lesson charles dickens christmas,"miser ebenezer scrooge is awakened on christmas eve by spirit who reveal to him his own miserable existence , what opportunity he wasted in his youth , his current cruelty , and the dire fate that awaits him if he doe not change his way . scrooge is faced with his own story of growing bitterness and meanness , and must decide what his own future will hold : death or redemption .",17979,"['Gary_Oldman', 'Jim_Carrey', 'Steve_Valentine', 'Daryl_Sabara', 'Sage_Ryan']",['Robert_Zemeckis'],low revenue,6.6,low voted,low popularity
jupiter ascending,"science fiction,fantasy,action",jupiter space woman director 3d interspecies romance,"in a universe where human genetic material is the most precious commodity , an impoverished young earth woman becomes the key to strategic maneuver and internal strife within a powerful dynasty…",76757,"['Mila_Kunis', 'Channing_Tatum', 'Sean_Bean', 'Eddie_Redmayne', 'Douglas_Booth']","['Lilly_Wachowski', 'Lana_Wachowski']",low revenue,5.2,low voted,low popularity
the legend of tarzan,"action,adventure",africa feral child tarzan jungle animal attack,"tarzan , having acclimated to life in london , is called back to his former home in the jungle to investigate the activity at a mining encampment .",258489,"['Alexander_Skarsgård', 'Margot_Robbie', 'Christoph_Waltz', 'Samuel_L._Jackson', 'Djimon_Hounsou']",['David_Yates'],low revenue,5.5,low voted,low popularity
"the chronicles of narnia: the lion, the witch and the wardrobe","adventure,family,fantasy",saving the world witch based on novel brother sister relationship self sacrifice winter cupboard beaver lion fairy-tale figure battle narnia fantasy world duringcreditsstinger,"sibling lucy , edmund , susan and peter step through a magical wardrobe and find the land of narnia . there , the they discover a charming , once peaceful kingdom that ha been plunged into eternal winter by the evil white witch , jadis . aided by the wise and magnificent lion , aslan , the child lead narnia into a spectacular , climactic battle to be free of the witch 's glacial power forever .",411,"['William_Moseley', 'Anna_Popplewell', 'Skandar_Keynes', 'Georgie_Henley', 'Liam_Neeson']",['Andrew_Adamson'],low revenue,6.7,low voted,low popularity
x-men: apocalypse,science fiction,mutant supernatural powers marvel comic superhero based on comic book superhuman apocalypse superhero team world domination aftercreditsstinger 1980s,"after the re-emergence of the world 's first mutant , world-destroyer apocalypse , the x-men must unite to defeat his extinction level plan .",246655,"['James_McAvoy', 'Michael_Fassbender', 'Jennifer_Lawrence', 'Nicholas_Hoult', 'Oscar_Isaac']",['Bryan_Singer'],low revenue,6.4,average voted,low popularity
the dark knight,"drama,action,crime",dc comics crime fighter secret identity scarecrow sadism chaos gotham city vigilante joker superhero based on comic book tragic hero organized crime criminal mastermind district attorney imax super villain super powers batman,"batman raise the stake in his war on crime . with the help of lt. jim gordon and district attorney harvey dent , batman set out to dismantle the remaining criminal organization that plague the street . the partnership prof to be effective , but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizen of gotham a the joker .",155,"['Christian_Bale', 'Heath_Ledger', 'Aaron_Eckhart', 'Michael_Caine', 'Maggie_Gyllenhaal']",['Christopher_Nolan'],average revenue,8.2,high voted,low popularity
up,"animation,comedy,family",age difference central and south america balloon animation floating in the air duringcreditsstinger exploring,"carl fredricksen spent his entire life dreaming of exploring the globe and experiencing life to it fullest . but at age 78 , life seems to have passed him by , until a twist of fate ( and a persistent 8-year old wilderness explorer named russell ) give him a new lease on life .",14160,"['Ed_Asner', 'Christopher_Plummer', 'Jordan_Nagai', 'Bob_Peterson', 'Delroy_Lindo']",['Pete_Docter'],low revenue,7.7,average voted,low popularity
